ph,alcohol,quality,country,price,rate,year,decade,type
3.3,9,6,France,190,69,1987,198,Merlot
3.31,10.4,6,Italy,92.78,94,1994,199,Chardonnay
3.4,10.2,6,Argentina,188.02,0,2000,200,RIESLING
3.39,9.8,5,France,122,61,2001,200,Pinot
3.25,13,5,California,76.73,70,1966,196,RIESLING
3.45,10.7,5,Australia,180.09,1,2007,200,Merlot
3.85,12.9,6,Argentina,83.26,41,1980,198,Chardonnay
3.5,11,4,Argentina,41.85,32,1974,197,Chardonnay
3.39,9.6,5,Montenegro,83.49,24,2003,200,RIESLING
2.93,11.72,5,California,195.44,5,1978,197,RIESLING
2.93,9.9,6,Argentina,171.32,96,1979,197,Pinot
3.23,9.5,5,Kazahstan,66.59,84,1974,197,Pinot
3.48,9,5,Kazahstan,53.53,6,2014,201,Pinot
3.14,9.5,5,Kazahstan,73.82,37,1968,196,Chardonnay
3.39,9.6,5,Kazahstan,63.11,19,1996,199,Chardonnay
2.93,9.9,6,Argentina,111.95,96,1976,197,Pinot
3.41,10.1,5,Kazahstan,52.69,85,1976,197,Shiraz
3.44,13.76,6,California,152.32,79,2008,200,Chardonnay
3.16,9.4,5,Kazahstan,72.22,64,1968,196,Merlot
3.36,9.1,5,Kazahstan,73.31,59,2014,201,Pinot
3.41,9.2,5,Kazahstan,69.27,95,2001,200,Shiraz
3.59,10,4,France,124,62,1963,196,Shiraz
3.38,10.1,5,Italy,121.81,23,1999,199,Merlot
3.52,10.7,6,Italy,139.97,19,2013,201,RIESLING
3.54,10.5,5,Italy,156.35,50,1962,196,Chardonnay
3.54,10.5,5,Kazahstan,56.86,36,1962,196,Chardonnay
3.28,9.6,5,Australia,118.09,66,1988,198,RIESLING
3.52,11,4,Argentina,95.47,95,1969,196,RIESLING
3.31,13.24,5,California,45.65,62,1978,197,Shiraz
3.32,9.5,5,Kazahstan,56.4,83,1985,198,Chardonnay
3.32,9.5,6,Italy,85.17,33,2011,201,Merlot
3.34,10.5,6,Kazahstan,72.92,65,1989,198,Pinot
3.28,13.12,5,California,98.33,46,2003,200,Chardonnay
3.31,10.1,6,France,18,9,1964,196,Shiraz
3.42,10.2,6,Italy,146.24,63,2007,200,RIESLING
3.44,10.7,5,France,34,17,2002,200,Merlot
3.42,9.6,5,Italy,181.22,61,2004,200,RIESLING
3.41,13.64,5,California,91.3,51,2013,201,Pinot
3.41,10.9,5,Kazahstan,64.75,74,1962,196,Shiraz
3.39,9.8,5,Australia,127.32,100,1966,196,Merlot
3.36,13.44,6,California,58.77,87,1996,199,Pinot
3.38,9.5,7,Argentina,154.46,39,1973,197,RIESLING
3.21,12.84,5,California,178.66,69,1968,196,RIESLING
3.44,9.2,5,Italy,172.43,55,1966,196,RIESLING
3.41,13.64,6,California,146.46,7,1966,196,Chardonnay
3.43,10,5,France,76,38,2003,200,Pinot
3.26,9.4,5,France,132,66,1961,196,Shiraz
3.04,9.6,5,Montenegro,111.11,13,1992,199,Merlot
3.17,10.2,6,Montenegro,465.8,99,1982,198,Shiraz
3.2,9.4,5,Italy,84.52,60,2002,200,Pinot
3.36,10.1,6,Argentina,73.75,12,2002,200,Chardonnay
3.4,9.4,6,Italy,64.6,0,1997,199,Shiraz
3.15,9.2,5,Argentina,110.4,99,1964,196,RIESLING
3.32,9.2,5,Australia,158.84,37,1998,199,RIESLING
3.34,9.2,5,Montenegro,125.7,54,2009,200,RIESLING
3.25,9.5,5,Australia,127.3,6,1992,199,Shiraz
3.25,9.2,5,Argentina,144.63,99,2008,200,RIESLING
3.51,11.3,6,Australia,19.44,94,1960,196,Pinot
3.66,10.1,4,Kazahstan,14.85,26,1999,199,Chardonnay
3.48,9.5,5,Argentina,86.91,98,1990,199,Pinot
3.3,10.3,5,France,34,17,1998,199,Chardonnay
3.21,10.5,6,Italy,79.75,55,1962,196,Shiraz
3.33,13.32,4,California,21.48,77,1984,198,Shiraz
3.33,10.5,5,France,84,42,2012,201,RIESLING
3.33,10.5,5,France,128,64,1993,199,Chardonnay
3.53,10.9,4,France,126,92,1987,198,Chardonnay
3.54,13.6,7,Australia,256.72,53,2000,200,RIESLING
3.42,10.8,6,Italy,102.65,43,1962,196,Pinot
3.4,9.6,6,Argentina,180.86,93,1988,198,Pinot
3.38,9.2,5,Kazahstan,61.52,77,1996,199,Merlot
3.45,9.4,6,Australia,182,50,1966,196,Chardonnay
3.17,9.8,5,Montenegro,120.32,26,1974,197,Pinot
3.46,10.6,6,Italy,181.91,100,1990,199,Chardonnay
3.35,10.1,5,Australia,60.67,86,2006,200,Pinot
3.38,9.8,6,Italy,123.1,99,1986,198,Chardonnay
3.47,9.4,5,Italy,78.69,9,1993,199,RIESLING
3.17,9.5,5,Argentina,119.15,67,1964,196,Chardonnay
3.28,9.5,5,Argentina,102.15,38,1998,199,Shiraz
3.58,12.5,6,Australia,189.99,72,1985,198,Merlot
3.34,9.3,5,Kazahstan,49.53,76,1970,197,RIESLING
3.43,9.7,6,Australia,113.07,95,1988,198,Merlot
3.17,12.68,5,California,123.01,33,2012,201,Shiraz
3.17,9.5,5,Argentina,133.08,86,1984,198,RIESLING
3.52,9.7,5,Montenegro,98.57,27,1991,199,Chardonnay
3.39,13.56,6,California,186.65,11,2006,200,RIESLING
3.39,9.05,4,Australia,34.7,89,2013,201,Shiraz
3.11,9.3,5,France,62,31,1999,199,RIESLING
3.3,10.5,7,Kazahstan,663.69,30,1970,197,RIESLING
3.17,12.68,5,California,194.97,14,1993,199,Merlot
3.29,11.6,7,Montenegro,83.71,49,1999,199,Shiraz
3.16,9.2,5,Australia,190,87,2005,200,RIESLING
3.26,9.1,5,France,174,88,1982,198,Pinot
3.58,9.9,5,France,94,47,1997,199,RIESLING
3.35,10.5,5,Kazahstan,60.75,98,1975,197,Pinot
3.28,13.12,5,California,103.96,55,1991,199,RIESLING
3.35,13.4,5,California,102.36,61,1976,197,Shiraz
3.36,9.5,7,Kazahstan,550.66,55,1967,196,Shiraz
3.42,10,7,Australia,295.58,59,1976,197,Pinot
3.3,9.4,5,Montenegro,117.93,10,2011,201,Shiraz
3.51,9.4,5,Italy,110.01,92,1989,198,RIESLING
3.16,9.8,6,Italy,141.72,13,2004,200,RIESLING
3.26,13.04,5,California,120.06,12,2011,201,Merlot
3.51,9.4,5,Argentina,129.58,25,2013,201,RIESLING
3.39,13.56,6,California,140.11,71,1984,198,Merlot
4,12.04,5,Montenegro,246.26,35,1996,199,Shiraz
4,12.18,6,Montenegro,296.96,28,1968,196,Merlot
4,14.37,5,Kazahstan,501.25,68,1982,198,RIESLING
4,14.7,6,France,20,73,1986,198,Shiraz
4,10.94,5,Montenegro,72.24,61,2010,201,Chardonnay
4,12.1,5,Montenegro,294.39,47,2004,200,Merlot
4,16,5,California,571.37,11,1994,199,Chardonnay
3.99,15.96,8,California,851.46,52,2008,200,Pinot
4,14.51,6,Argentina,12.2,27,1993,199,Shiraz
3.95,13.97,7,France,66,33,2002,200,Chardonnay
3.98,13.84,5,Australia,572.03,95,1968,196,Shiraz
3.96,15.84,6,California,645.4,59,1996,199,Merlot
4,11.82,5,Italy,82.05,65,1965,196,Merlot
4,8.56,6,Kazahstan,402.9,8,2013,201,RIESLING
3.91,10.91,7,France,178,89,1965,196,RIESLING
4,11.94,7,Italy,11.78,70,1969,196,Chardonnay
3.88,15.52,5,California,146.03,9,2009,200,RIESLING
4,12.93,7,France,150,75,2000,200,Shiraz
3.98,10.6,5,France,24,12,2014,201,Merlot
4,13.2,6,Australia,480.8,56,1969,196,Pinot
4,12.5,8,France,176,88,2010,201,Chardonnay
3.97,11.42,6,Argentina,528.75,35,1963,196,Pinot
4,16,7,California,12.43,80,1969,196,Chardonnay
4,16,7,California,100.5,64,1971,197,RIESLING
3.87,11.73,7,Italy,13.5,32,2007,200,Shiraz
4,16,6,California,622.76,40,2000,200,Chardonnay
4,14.19,7,France,92,46,2005,200,Pinot
4,13.23,5,Kazahstan,219.52,30,2013,201,Chardonnay
3.93,9.33,5,Australia,299.52,94,1985,198,Pinot
4,16,8,California,603.68,45,2004,200,Shiraz
3.99,15.96,5,California,369.14,91,1963,196,Pinot
4,10.78,5,Kazahstan,402.89,97,1986,198,Shiraz
3.88,11.49,6,Kazahstan,608.32,7,2009,200,Shiraz
4,12.43,8,Australia,573.74,63,1980,198,Shiraz
3.77,13.05,7,Italy,113.53,60,1981,198,Pinot
4,16,5,California,648.94,38,1963,196,RIESLING
3.93,11.35,7,Montenegro,765.56,24,1996,199,Merlot
4,13.62,6,Montenegro,86.62,1,2005,200,Chardonnay
4,14.4,6,Argentina,341.91,92,1987,198,Merlot
3.91,8.44,6,Australia,198.67,55,1973,197,RIESLING
4,9.59,6,Italy,691.3,33,1971,197,Merlot
3.87,11.57,6,Argentina,287.05,90,1995,199,Merlot
3.45,13.73,6,Montenegro,233,7,2013,201,Shiraz
4,13.5,5,Australia,611.92,58,2002,200,RIESLING
4,13.6,6,Montenegro,395.58,36,2011,201,Merlot
3.91,12.42,7,Montenegro,455.65,28,2013,201,Merlot
4,11.04,6,Italy,233.99,78,1995,199,Shiraz
4,11.77,5,Kazahstan,338.97,22,2002,200,Chardonnay
3.99,8.83,7,Kazahstan,566.45,33,2009,200,Shiraz
4,8.57,8,Argentina,909,29,1971,197,RIESLING
2.94,8.96,6,Italy,6.9,30,1993,199,Pinot
3.07,14.26,8,Italy,6.1,94,2001,200,Shiraz
3.17,13.61,6,Italy,24,98,2005,200,RIESLING
3.13,11.66,5,Italy,5.5,50,1976,197,RIESLING
3.1,9.63,5,Italy,13,40,2010,201,Pinot
3.05,13.48,5,Italy,19.5,45,1997,199,Pinot
3.27,13.36,4,Italy,8.5,45,1969,196,Shiraz
3.11,9.52,6,Italy,4.5,68,1993,199,Shiraz
3.12,14.46,8,Italy,9.1,7,1997,199,RIESLING
3.11,11.68,4,Italy,15.5,23,1962,196,Pinot
3.01,8.84,6,Italy,5.9,61,1966,196,Pinot
2.94,13.78,3,Italy,9.9,85,1970,197,Merlot
3.02,14.67,5,Italy,2,64,2009,200,Chardonnay
2.77,12.7,3,Italy,8,57,2007,200,RIESLING
2.85,9.18,7,Italy,7.3,74,2014,201,Chardonnay
2.94,9.88,6,Italy,5.3,69,1980,198,Merlot
3.18,10.35,8,Italy,12,5,1994,199,Chardonnay
3.23,10.58,8,Italy,8.6,20,1974,197,RIESLING
3.3,9.52,8,Italy,5.2,97,2007,200,Pinot
3.9,14,7,Italy,7.6,61,1966,196,Chardonnay
3.71,14.3,8,Montenegro,1,65,1968,196,Merlot
3.69,14.59,5,Montenegro,8.8,77,1982,198,RIESLING
3.42,14.05,4,Montenegro,21.5,77,1972,197,RIESLING
3.01,14.14,3,Montenegro,1,92,2000,200,Pinot
3.25,14.8,8,Montenegro,2,98,1992,199,Pinot
3.22,14.4,6,Montenegro,5.5,42,1978,197,Pinot
2.84,14.06,3,Montenegro,16,32,1980,198,Shiraz
3.52,14.23,5,Montenegro,1.5,65,1994,199,Merlot
3.58,14.51,7,Montenegro,7.5,59,2007,200,Pinot
3.61,14.01,8,Montenegro,15.5,98,1999,199,Chardonnay
3.35,14.61,6,Montenegro,2,66,2000,200,Pinot
2.82,14.03,6,Montenegro,14.5,65,1962,196,Pinot
3.81,14.63,3,Montenegro,6,30,2000,200,Shiraz
3.68,14.76,8,Montenegro,8.6,80,1994,199,RIESLING
2.95,14.02,8,Montenegro,9.1,77,2008,200,Pinot
3.08,14.83,7,Montenegro,9,46,1976,197,RIESLING
2.95,14.16,7,Montenegro,9.5,90,2007,200,Pinot
2.92,14.62,8,Montenegro,23.5,30,1997,199,Chardonnay
3.86,14.86,5,Montenegro,24,6,1965,196,Merlot
3.53,14.34,3,Montenegro,14,89,1997,199,Chardonnay
2.96,14.11,4,Montenegro,13,53,1969,196,Shiraz
3.56,14.41,7,Montenegro,5.9,28,1967,196,Chardonnay
2.82,14.76,7,Montenegro,7.1,86,1974,197,Merlot
3.43,14.6,5,Montenegro,6.3,20,2005,200,Pinot
3.65,14.18,3,Montenegro,9.7,100,1991,199,Chardonnay
3.05,14.77,4,Montenegro,16.5,63,1979,197,Pinot
3.66,14.71,8,Montenegro,18.5,77,1996,199,Shiraz
3.39,14.7,4,Montenegro,8.6,48,2007,200,RIESLING
3.03,14.22,7,Montenegro,14.5,5,1964,196,Merlot
3.32,14.87,6,Montenegro,8.3,72,1982,198,RIESLING
3.94,14.35,3,Montenegro,7.8,21,1993,199,Chardonnay
3.11,14.3,5,Montenegro,7.9,83,1986,198,Pinot
3.23,14.63,3,Montenegro,7.5,72,1966,196,Chardonnay
3.84,14.23,7,Montenegro,6.4,93,1985,198,Pinot
3.58,14.66,8,Montenegro,7,72,1974,197,Pinot
2.87,14.25,7,Montenegro,9.5,75,1988,198,Shiraz
2.86,14.63,5,Montenegro,9.5,99,1982,198,Shiraz
2.83,14.3,3,Montenegro,8.2,28,2012,201,Shiraz
3.34,14.89,7,Montenegro,11.48,8,2007,200,Pinot
2.87,14.83,8,Montenegro,4.5,25,1994,199,Pinot
3.71,14.38,5,Montenegro,6.3,23,1981,198,Pinot
3.41,14.26,6,Montenegro,5.6,35,2006,200,RIESLING
3.16,14.54,7,Montenegro,1.5,37,1991,199,Chardonnay
3.43,14.23,8,Montenegro,7,94,1988,198,RIESLING
3.54,14.36,6,Montenegro,2.5,87,1965,196,RIESLING
3.9,14.03,4,Montenegro,21.5,77,1985,198,Merlot
3.68,14.66,5,Montenegro,7.3,77,1990,199,RIESLING
3.07,14.75,3,Montenegro,17,83,1982,198,Chardonnay
3.34,14.49,8,Montenegro,9.8,80,1963,196,Pinot
3.15,14.36,3,Montenegro,8.3,65,1984,198,Chardonnay
3.08,14.73,4,Montenegro,6.5,25,2000,200,Chardonnay
3.8,14.09,8,Montenegro,6.7,25,1990,199,RIESLING
3.64,14.03,8,Montenegro,9.3,55,1972,197,Chardonnay
3.98,14.57,5,Montenegro,5.3,64,1963,196,Pinot
3.12,14.8,4,Montenegro,9.4,93,1999,199,Chardonnay
2.94,14.35,8,Montenegro,5.6,20,1990,199,Pinot
3.56,14.39,5,Montenegro,6,72,1985,198,Shiraz
3.46,14.86,3,Montenegro,20,64,1996,199,Shiraz
3.7,14.7,8,Montenegro,1.5,83,1966,196,Merlot
3.57,14.79,8,Montenegro,7.3,88,2013,201,Shiraz
2.82,14.76,3,Montenegro,16.5,14,1996,199,Chardonnay
3.25,14.21,7,Montenegro,7.5,50,2007,200,Pinot
2.8,14.25,4,Montenegro,8.8,84,2010,201,Shiraz
2.77,14.12,3,Montenegro,7.1,58,1994,199,Shiraz
3.55,14.75,8,Montenegro,7,32,1998,199,Merlot
3.72,14.27,3,Montenegro,6.9,92,1980,198,Pinot
3.91,14.11,7,Montenegro,23.5,54,1969,196,Chardonnay
3.48,14.55,4,Montenegro,8,86,2014,201,Pinot
3.76,14.09,7,Montenegro,0.5,71,1988,198,Pinot
2.76,14.5,8,Montenegro,12.5,96,1988,198,Pinot
3.58,14.08,3,Montenegro,7.1,98,1985,198,Merlot
3.41,14.7,5,Montenegro,9.7,13,1960,196,Pinot
3.25,14.3,4,Montenegro,9.5,88,1988,198,Shiraz
3.86,14.66,8,Montenegro,6,75,2000,200,RIESLING
3.75,14.59,7,Montenegro,17,50,1999,199,Pinot
2.74,14.5,4,Montenegro,5.8,20,1962,196,Merlot
3.23,14.87,6,Montenegro,8,89,2009,200,Chardonnay
3.19,14.83,7,Montenegro,8.2,52,1970,197,Shiraz
3.37,14.56,3,Montenegro,7.9,52,2009,200,Pinot
3.49,14.73,4,Montenegro,15.5,90,1969,196,Chardonnay
3.8,14.27,7,Montenegro,9.3,26,2002,200,Merlot
2.87,14.88,7,Montenegro,9.7,14,2007,200,Chardonnay
3.86,14.34,8,Montenegro,6,12,1970,197,Shiraz
3.91,14.24,8,Montenegro,17,25,1970,197,Shiraz
4.01,14.83,7,Montenegro,7.4,40,1976,197,Pinot
3.1,14.45,7,Montenegro,12.5,41,2006,200,RIESLING
3.99,14.05,6,Montenegro,22,20,1998,199,Chardonnay
2.89,14.02,6,Montenegro,10,71,2002,200,Shiraz
3.77,14.44,7,Montenegro,20,48,1967,196,Chardonnay
3.01,14.01,4,Montenegro,16,2,2010,201,Pinot
3.74,14.29,3,Montenegro,7.8,9,1993,199,Pinot
3.69,14.02,5,Montenegro,16.5,85,1996,199,Pinot
3.27,14.75,8,Montenegro,7.8,11,1995,199,Chardonnay
3.66,14.67,8,Montenegro,16.5,91,1999,199,Chardonnay
3.46,14.67,8,Montenegro,19.5,52,1980,198,RIESLING
3.92,14.44,3,Montenegro,6.9,87,1977,197,Shiraz
3.73,14.09,5,Montenegro,12,34,1990,199,Merlot
3.59,14.66,8,Montenegro,17,85,1977,197,Chardonnay
2.96,14.18,7,Montenegro,2.5,63,1992,199,RIESLING
3.58,14.42,3,Montenegro,7,29,1971,197,Shiraz
2.75,14.8,8,Montenegro,17,77,2001,200,RIESLING
3.85,14.55,7,Montenegro,7.9,48,2012,201,Merlot
2.88,14.56,8,Montenegro,10,16,2012,201,Merlot
3.41,14.76,4,Montenegro,24.5,59,2011,201,Chardonnay
3.36,14.66,6,Montenegro,5.4,90,1989,198,Pinot
3.48,14.4,7,Montenegro,7.2,86,2008,200,Merlot
3.35,14.5,4,Montenegro,7.2,60,2011,201,Shiraz
2.79,14.66,7,Montenegro,24.5,73,1968,196,Shiraz
3.14,14.17,3,Montenegro,18.5,0,1993,199,Merlot
3.92,14.38,6,Montenegro,6,51,1975,197,Shiraz
2.78,14.39,3,Montenegro,7,88,1997,199,Shiraz
2.85,14.85,3,Montenegro,16,92,1965,196,Chardonnay
3.74,14.44,4,Montenegro,5.3,89,1982,198,Shiraz
2.86,14.33,8,Montenegro,10,51,1981,198,Shiraz
3.95,14.46,3,Montenegro,9,92,2006,200,Pinot
3.88,14.52,8,Montenegro,7,72,1983,198,RIESLING
2.85,14.87,3,Montenegro,6.5,74,1977,197,Pinot
2.98,14.43,3,Montenegro,1,98,1989,198,Shiraz
2.99,14.32,6,Montenegro,8.8,1,1976,197,RIESLING
3.32,14.33,6,Montenegro,8.5,55,1968,196,Merlot
3.8,14.63,3,Montenegro,17.5,91,1981,198,Shiraz
3.76,14.22,4,Montenegro,20,96,2003,200,Shiraz
3.56,14.15,3,Montenegro,8,21,1974,197,Chardonnay
3.91,14.8,8,Montenegro,17,43,1991,199,Merlot
3.52,14.07,7,Montenegro,6.5,12,1971,197,Chardonnay
3.17,14.41,5,Montenegro,7.1,22,1961,196,Shiraz
3.74,14.28,5,Montenegro,16.5,86,1985,198,RIESLING
3.9,14.32,8,Montenegro,11.5,15,2006,200,RIESLING
3.92,14.1,3,Montenegro,9.3,86,1967,196,Pinot
3.02,14.44,6,Montenegro,6.5,43,1975,197,Chardonnay
3.74,14.9,6,Montenegro,21,30,1967,196,Shiraz
3.49,14.78,6,Montenegro,8.5,99,1963,196,Merlot
3.12,14.39,8,Montenegro,22.5,60,1969,196,Shiraz
2.79,14.19,7,Montenegro,12.5,81,2009,200,RIESLING
3.52,14.32,8,Montenegro,3,27,2013,201,Pinot
3.11,14.27,5,Montenegro,8.3,68,2010,201,Pinot
3.89,14.33,7,Montenegro,8.6,76,1985,198,Chardonnay
3.2,14.42,5,Montenegro,6.7,27,2007,200,RIESLING
3.05,14.83,5,Montenegro,12,41,1963,196,Merlot
2.85,14.12,4,Montenegro,23.5,67,1962,196,Pinot
3.72,14.02,7,Montenegro,7.5,44,1961,196,Pinot
3.04,14.32,7,Montenegro,7,98,2001,200,Pinot
2.84,14.15,5,Montenegro,0.5,10,1980,198,Pinot
3.94,14.81,8,Montenegro,8.4,49,2006,200,Pinot
2.99,14.51,5,Montenegro,17,31,1992,199,Merlot
3.1,14.56,6,Montenegro,8.3,55,2000,200,Shiraz
3.68,14.03,8,Montenegro,9.2,78,1983,198,Shiraz
3.21,14.44,8,Montenegro,23,86,1991,199,RIESLING
3.12,14.48,7,Montenegro,9.1,82,1985,198,Pinot
3.7,14.12,3,Montenegro,8.3,73,1973,197,Pinot
3.57,14.52,6,Montenegro,10.5,24,2005,200,Chardonnay
3.02,14.22,3,Montenegro,19,35,1996,199,RIESLING
3.92,14.54,8,Montenegro,6,84,1964,196,Pinot
3.98,14.12,5,Montenegro,4.5,55,2011,201,Shiraz
3.32,14.7,7,Montenegro,7,9,2013,201,Pinot
3.9,14.39,4,Montenegro,6.4,67,1992,199,Chardonnay
3.93,14.49,5,Montenegro,24.5,92,2002,200,Merlot
2.8,14.76,7,Montenegro,7,44,2004,200,RIESLING
2.83,14.1,6,Montenegro,6.4,65,1987,198,Merlot
3.28,14.49,3,Montenegro,20,84,1981,198,Merlot
3.84,14.8,7,Montenegro,6.5,42,1991,199,Pinot
3.52,14.25,8,Montenegro,14,10,2004,200,Merlot
2.88,14.33,6,Montenegro,8.5,68,1967,196,Pinot
3.92,14.64,6,Montenegro,24.5,58,1970,197,Merlot
3.17,14.64,3,Montenegro,7.5,95,2002,200,Pinot
3.24,14.8,6,Montenegro,16,80,1997,199,Chardonnay
3.36,14.82,4,Montenegro,23.5,87,1985,198,RIESLING
3.81,14.8,4,Montenegro,19,8,2010,201,Shiraz
3.99,14.06,6,Montenegro,6.4,26,1995,199,Pinot
3.44,14.66,4,Montenegro,5.4,44,1995,199,Chardonnay
3.8,14.84,8,Montenegro,5.4,25,1998,199,Pinot
3.75,14.07,4,Montenegro,2.5,47,2007,200,RIESLING
3.38,14.06,5,Montenegro,3.5,57,1978,197,Chardonnay
3.33,14.51,8,Montenegro,21.5,82,2000,200,RIESLING
3.99,14.59,6,Montenegro,5.1,90,2013,201,Chardonnay
3.7,14.44,4,Montenegro,15,98,2007,200,Chardonnay
3.41,14.87,5,Montenegro,20,34,2005,200,RIESLING
3.24,14.22,7,Montenegro,5.9,38,1980,198,Chardonnay
3.18,14.1,4,Montenegro,2,94,2004,200,Chardonnay
3.5,14.65,4,Montenegro,8,25,2006,200,RIESLING
2.75,8.68,8,Montenegro,7.7,38,2009,200,Pinot
3.25,14,3,Montenegro,14,77,1972,197,Merlot
3.77,10.56,3,Montenegro,23,90,1992,199,Shiraz
2.83,14,4,Montenegro,22.5,58,2001,200,Chardonnay
2.81,8.7,3,Montenegro,2,40,1996,199,Chardonnay
3.34,8.49,4,Montenegro,6.5,95,1983,198,Shiraz
3.48,14,6,Montenegro,8.6,85,1985,198,RIESLING
2.99,9.7,8,Montenegro,4.5,63,2007,200,Chardonnay
3.27,13.43,8,Montenegro,24.5,52,1965,196,RIESLING
3.44,9.25,8,Montenegro,8.7,70,1977,197,Merlot
3.66,10.78,5,Montenegro,15,67,2004,200,Shiraz
3.3,11.32,8,Montenegro,3,52,1991,199,Shiraz
3.78,11.76,5,Montenegro,7.4,62,1973,197,Chardonnay
2.81,9.77,8,Montenegro,9.6,84,1988,198,RIESLING
3.19,8.89,7,Montenegro,8,43,2012,201,Chardonnay
3.56,9.8,5,Montenegro,2.5,92,2009,200,Shiraz
3.98,14,4,Montenegro,7.6,28,2012,201,Merlot
3.78,13.14,3,Montenegro,17,8,1973,197,Pinot
2.89,10.84,7,Montenegro,8.2,27,1964,196,Chardonnay
3.81,9.95,8,Montenegro,8.1,44,1996,199,Shiraz
